sentence,label
Fecal Incontinence is treated with drug <MASK>,dextranomer AND sodium hyaluronate
Acetaminophen Overdose is treated with drug <MASK>,acetylcysteine
Acetaminophen Overdose is treated with drug <MASK>,acetylcysteine
Tendonitis is treated with drug <MASK>,meloxicam
Tendonitis is treated with drug <MASK>,naproxen
Tendonitis is treated with drug <MASK>,indomethacin
Tendonitis is treated with drug <MASK>,trolamine salicylate
Tendonitis is treated with drug <MASK>,sulindac
Tendonitis is treated with drug <MASK>,meloxicam
Tendonitis is treated with drug <MASK>,naproxen
Tendonitis is treated with drug <MASK>,indomethacin
Tendonitis is treated with drug <MASK>,trolamine salicylate
Tendonitis is treated with drug <MASK>,sulindac
GERD is treated with drug <MASK>,omeprazole
GERD is treated with drug <MASK>,pantoprazole
GERD is treated with drug <MASK>,ranitidine
GERD is treated with drug <MASK>,famotidine
GERD is treated with drug <MASK>,lansoprazole
GERD is treated with drug <MASK>,esomeprazole
GERD is treated with drug <MASK>,rabeprazole
GERD is treated with drug <MASK>,sucralfate
GERD is treated with drug <MASK>,dexlansoprazole
GERD is treated with drug <MASK>,omeprazole AND sodium bicarbonate
Acidosis is treated with drug <MASK>,sodium bicarbonate
Acidosis is treated with drug <MASK>,sodium bicarbonate
Acidosis is treated with drug <MASK>,sodium bicarbonate
Muscle Pain is treated with drug <MASK>,ibuprofen
Muscle Pain is treated with drug <MASK>,naproxen
Muscle Pain is treated with drug <MASK>,acetaminophen
Muscle Pain is treated with drug <MASK>,diclofenac
Muscle Pain is treated with drug <MASK>,nabumetone
Acne is treated with drug <MASK>,doxycycline
Acne is treated with drug <MASK>,spironolactone
Acne is treated with drug <MASK>,minocycline
Acne is treated with drug <MASK>,clindamycin
Acne is treated with drug <MASK>,tretinoin
Acne is treated with drug <MASK>,isotretinoin
Acne is treated with drug <MASK>,benzoyl peroxide
Acne is treated with drug <MASK>,adapalene
Acne is treated with drug <MASK>,tetracycline
Acne is treated with drug <MASK>,cephalexin
Acne is treated with drug <MASK>,sulfamethoxazole AND trimethoprim
Rosacea is treated with drug <MASK>,doxycycline
Rosacea is treated with drug <MASK>,metronidazole
Rosacea is treated with drug <MASK>,minocycline
Rosacea is treated with drug <MASK>,azelaic acid
Rosacea is treated with drug <MASK>,sulfacetamide sodium AND sulfur
Rosacea is treated with drug <MASK>,isotretinoin
Rosacea is treated with drug <MASK>,ivermectin
Rosacea is treated with drug <MASK>,brimonidine
Acne is treated with drug <MASK>,doxycycline
Acne is treated with drug <MASK>,spironolactone
Acne is treated with drug <MASK>,minocycline
Acne is treated with drug <MASK>,clindamycin
Acne is treated with drug <MASK>,tretinoin
Acne is treated with drug <MASK>,isotretinoin
Acne is treated with drug <MASK>,benzoyl peroxide
Acne is treated with drug <MASK>,adapalene
Acne is treated with drug <MASK>,tetracycline
Acne is treated with drug <MASK>,cephalexin
Acne is treated with drug <MASK>,sulfamethoxazole AND trimethoprim
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Methemoglobinemia is treated with drug <MASK>,methylene blue
Acromegaly is treated with drug <MASK>,bromocriptine
Acromegaly is treated with drug <MASK>,octreotide
Acromegaly is treated with drug <MASK>,pegvisomant
Acromegaly is treated with drug <MASK>,lanreotide
Acromegaly is treated with drug <MASK>,pasireotide
Erythromelalgia is treated with drug <MASK>,gabapentin
Actinic Keratosis is treated with drug <MASK>,fluorouracil
Actinic Keratosis is treated with drug <MASK>,aminolevulinic acid
Actinic Keratosis is treated with drug <MASK>,ingenol
Actinomycosis is treated with drug <MASK>,amoxicillin
Actinomycosis is treated with drug <MASK>,doxycycline
Actinomycosis is treated with drug <MASK>,minocycline
Actinomycosis is treated with drug <MASK>,penicillin g sodium
Actinomycosis is treated with drug <MASK>,penicillin g potassium
acute Asthma is treated with drug <MASK>,albuterol
acute Asthma is treated with drug <MASK>,prednisolone
acute Asthma is treated with drug <MASK>,methylprednisolone
acute Asthma is treated with drug <MASK>,epinephrine
acute Asthma is treated with drug <MASK>,hydrocortisone
acute Asthma is treated with drug <MASK>,theophylline
acute Asthma is treated with drug <MASK>,dexamethasone
acute Asthma is treated with drug <MASK>,levalbuterol
acute Asthma is treated with drug <MASK>,terbutaline
Urinary Tract Infection is treated with drug <MASK>,ciprofloxacin
Urinary Tract Infection is treated with drug <MASK>,nitrofurantoin
Urinary Tract Infection is treated with drug <MASK>,sulfamethoxazole AND trimethoprim
Urinary Tract Infection is treated with drug <MASK>,amoxicillin
Urinary Tract Infection is treated with drug <MASK>,doxycycline
Urinary Tract Infection is treated with drug <MASK>,levofloxacin
Urinary Tract Infection is treated with drug <MASK>,ceftriaxone
Urinary Tract Infection is treated with drug <MASK>,amoxicillin AND clavulanate
Urinary Tract Infection is treated with drug <MASK>,cefuroxime
Urinary Tract Infection is treated with drug <MASK>,trimethoprim
Urinary Tract Infection is treated with drug <MASK>,methenamine
Urinary Tract Infection is treated with drug <MASK>,ampicillin
Acute Lymphocytic Leukemia is treated with drug <MASK>,prednisone
Acute Lymphocytic Leukemia is treated with drug <MASK>,vincristine
Acute Lymphocytic Leukemia is treated with drug <MASK>,cyclophosphamide
Acute Lymphocytic Leukemia is treated with drug <MASK>,methotrexate
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase escherichia coli
Acute Lymphocytic Leukemia is treated with drug <MASK>,daunorubicin
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase erwinia chrysanthemi
Acute Lymphocytic Leukemia is treated with drug <MASK>,teniposide
Acute Coronary Syndrome is treated with drug <MASK>,clopidogrel
Acute Coronary Syndrome is treated with drug <MASK>,ticagrelor
Acute Coronary Syndrome is treated with drug <MASK>,prasugrel
Acute Coronary Syndrome is treated with drug <MASK>,enoxaparin
Acute Coronary Syndrome is treated with drug <MASK>,eptifibatide
Acute Coronary Syndrome is treated with drug <MASK>,tirofiban
Prophylaxis Acute Coronary Syndrome is treated with drug <MASK>,clopidogrel
Glomerulonephritis is treated with drug <MASK>,azathioprine
Glomerulonephritis is treated with drug <MASK>,penicillin g benzathine
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine
Acute Myeloid Leukemia is treated with drug <MASK>,vincristine
Acute Myeloid Leukemia is treated with drug <MASK>,daunorubicin
Acute Myeloid Leukemia is treated with drug <MASK>,idarubicin
Acute Myeloid Leukemia is treated with drug <MASK>,decitabine
Acute Myeloid Leukemia is treated with drug <MASK>,gemtuzumab
Acute Myeloid Leukemia is treated with drug <MASK>,midostaurin
Acute Myeloid Leukemia is treated with drug <MASK>,venetoclax
Acute Myeloid Leukemia is treated with drug <MASK>,enasidenib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine liposomal AND daunorubicin liposomal
Acute Myeloid Leukemia is treated with drug <MASK>,ivosidenib
Acute Myeloid Leukemia is treated with drug <MASK>,gilteritinib
Acute Myeloid Leukemia is treated with drug <MASK>,glasdegib
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Porphyria is treated with drug <MASK>,chlorpromazine
Porphyria is treated with drug <MASK>,hemin
Porphyria is treated with drug <MASK>,givosiran
Acute Lymphoblastic Leukemia is treated with drug <MASK>,methotrexate
Acute Lymphoblastic Leukemia is treated with drug <MASK>,mercaptopurine
Acute Lymphoblastic Leukemia is treated with drug <MASK>,dasatinib
Acute Lymphoblastic Leukemia is treated with drug <MASK>,pegaspargase
Acute Lymphoblastic Leukemia is treated with drug <MASK>,doxorubicin
Acute Lymphoblastic Leukemia is treated with drug <MASK>,imatinib
Acute Lymphoblastic Leukemia is treated with drug <MASK>,asparaginase erwinia chrysanthemi
Acute Lymphoblastic Leukemia is treated with drug <MASK>,ponatinib
Acute Lymphoblastic Leukemia is treated with drug <MASK>,vincristine liposome
Acute Lymphoblastic Leukemia is treated with drug <MASK>,blinatumomab
Acute Lymphocytic Leukemia is treated with drug <MASK>,prednisone
Acute Lymphocytic Leukemia is treated with drug <MASK>,vincristine
Acute Lymphocytic Leukemia is treated with drug <MASK>,cyclophosphamide
Acute Lymphocytic Leukemia is treated with drug <MASK>,methotrexate
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase escherichia coli
Acute Lymphocytic Leukemia is treated with drug <MASK>,daunorubicin
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase erwinia chrysanthemi
Acute Lymphocytic Leukemia is treated with drug <MASK>,teniposide
Acute Myeloblastic Leukemia is treated with drug <MASK>,doxorubicin
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine
Acute Myeloid Leukemia is treated with drug <MASK>,vincristine
Acute Myeloid Leukemia is treated with drug <MASK>,daunorubicin
Acute Myeloid Leukemia is treated with drug <MASK>,idarubicin
Acute Myeloid Leukemia is treated with drug <MASK>,decitabine
Acute Myeloid Leukemia is treated with drug <MASK>,gemtuzumab
Acute Myeloid Leukemia is treated with drug <MASK>,midostaurin
Acute Myeloid Leukemia is treated with drug <MASK>,venetoclax
Acute Myeloid Leukemia is treated with drug <MASK>,enasidenib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine liposomal AND daunorubicin liposomal
Acute Myeloid Leukemia is treated with drug <MASK>,ivosidenib
Acute Myeloid Leukemia is treated with drug <MASK>,gilteritinib
Acute Myeloid Leukemia is treated with drug <MASK>,glasdegib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine
Acute Myeloid Leukemia is treated with drug <MASK>,vincristine
Acute Myeloid Leukemia is treated with drug <MASK>,daunorubicin
Acute Myeloid Leukemia is treated with drug <MASK>,idarubicin
Acute Myeloid Leukemia is treated with drug <MASK>,decitabine
Acute Myeloid Leukemia is treated with drug <MASK>,gemtuzumab
Acute Myeloid Leukemia is treated with drug <MASK>,midostaurin
Acute Myeloid Leukemia is treated with drug <MASK>,venetoclax
Acute Myeloid Leukemia is treated with drug <MASK>,enasidenib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine liposomal AND daunorubicin liposomal
Acute Myeloid Leukemia is treated with drug <MASK>,ivosidenib
Acute Myeloid Leukemia is treated with drug <MASK>,gilteritinib
Acute Myeloid Leukemia is treated with drug <MASK>,glasdegib
Acute Nonlymphocytic Leukemia is treated with drug <MASK>,isotretinoin
Acute Nonlymphocytic Leukemia is treated with drug <MASK>,methotrexate
Acute Nonlymphocytic Leukemia is treated with drug <MASK>,thioguanine
Acute Nonlymphocytic Leukemia is treated with drug <MASK>,mitoxantrone
Acute Nonlymphocytic Leukemia is treated with drug <MASK>,cyclophosphamide
Acute Nonlymphocytic Leukemia is treated with drug <MASK>,daunorubicin
Acute Nonlymphocytic Leukemia is treated with drug <MASK>,cytarabine
Acute Otitis Externa is treated with drug <MASK>,ofloxacin
Acute Otitis Externa is treated with drug <MASK>,ciprofloxacin
Acute Otitis Externa is treated with drug <MASK>,ciprofloxacin AND hydrocortisone
Acute Otitis Externa is treated with drug <MASK>,dexamethasone
Acute Otitis Externa is treated with drug <MASK>,colistin sulfate AND hydrocortisone AND neomycin AND thonzonium bromide
Acute Promyelocytic Leukemia is treated with drug <MASK>,tretinoin
Acute Promyelocytic Leukemia is treated with drug <MASK>,arsenic trioxide
Respiratory Distress Syndrome is treated with drug <MASK>,beractant
Respiratory Distress Syndrome is treated with drug <MASK>,poractant
Respiratory Distress Syndrome is treated with drug <MASK>,calfactant
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Sinusitis is treated with drug <MASK>,amoxicillin
Sinusitis is treated with drug <MASK>,prednisone
Sinusitis is treated with drug <MASK>,amoxicillin AND clavulanate
Sinusitis is treated with drug <MASK>,cefdinir
Sinusitis is treated with drug <MASK>,azithromycin
Sinusitis is treated with drug <MASK>,levofloxacin
Sinusitis is treated with drug <MASK>,cefuroxime
Sinusitis is treated with drug <MASK>,clarithromycin
Sinusitis is treated with drug <MASK>,ciprofloxacin
Sinusitis is treated with drug <MASK>,clindamycin
Sinusitis is treated with drug <MASK>,sulfamethoxazole AND trimethoprim
Sinusitis is treated with drug <MASK>,moxifloxacin
Anxiety and Stress is treated with drug <MASK>,sertraline
Anxiety and Stress is treated with drug <MASK>,citalopram
Anxiety and Stress is treated with drug <MASK>,fluoxetine
Anxiety and Stress is treated with drug <MASK>,amitriptyline
Anxiety and Stress is treated with drug <MASK>,venlafaxine
Anxiety and Stress is treated with drug <MASK>,paroxetine
Anxiety and Stress is treated with drug <MASK>,prazosin
Anxiety and Stress is treated with drug <MASK>,fluvoxamine
Adenosine Deaminase Deficiency is treated with drug <MASK>,pegademase bovine
Adenosine Deaminase Deficiency is treated with drug <MASK>,elapegademase
Adams-Stokes Syndrome is treated with drug <MASK>,epinephrine
Adams-Stokes Syndrome is treated with drug <MASK>,ephedrine
Adams-Stokes Syndrome is treated with drug <MASK>,isoproterenol
ADHD  is treated with drug <MASK>,methylphenidate
ADHD  is treated with drug <MASK>,amphetamine AND dextroamphetamine
ADHD  is treated with drug <MASK>,dextroamphetamine
ADHD  is treated with drug <MASK>,clonidine
ADHD  is treated with drug <MASK>,bupropion
ADHD  is treated with drug <MASK>,guanfacine
ADHD  is treated with drug <MASK>,lisdexamfetamine
ADHD  is treated with drug <MASK>,amphetamine
ADHD  is treated with drug <MASK>,atomoxetine
Addison's Disease is treated with drug <MASK>,hydrocortisone
Addison's Disease is treated with drug <MASK>,fludrocortisone
Addison's Disease is treated with drug <MASK>,dexamethasone
Renal Cell Carcinoma is treated with drug <MASK>,pazopanib
Renal Cell Carcinoma is treated with drug <MASK>,sunitinib
Renal Cell Carcinoma is treated with drug <MASK>,axitinib
Renal Cell Carcinoma is treated with drug <MASK>,nivolumab
Renal Cell Carcinoma is treated with drug <MASK>,sorafenib
Renal Cell Carcinoma is treated with drug <MASK>,everolimus
Renal Cell Carcinoma is treated with drug <MASK>,bevacizumab
Renal Cell Carcinoma is treated with drug <MASK>,cabozantinib
Renal Cell Carcinoma is treated with drug <MASK>,medroxyprogesterone
Renal Cell Carcinoma is treated with drug <MASK>,aldesleukin
Renal Cell Carcinoma is treated with drug <MASK>,capecitabine
Renal Cell Carcinoma is treated with drug <MASK>,temsirolimus
Renal Cell Carcinoma is treated with drug <MASK>,lenvatinib
Adenosine Deaminase Deficiency is treated with drug <MASK>,pegademase bovine
Adenosine Deaminase Deficiency is treated with drug <MASK>,elapegademase
Adenovirus Prophylaxis is treated with drug <MASK>,adenovirus vaccine
ADHD  is treated with drug <MASK>,methylphenidate
ADHD  is treated with drug <MASK>,amphetamine AND dextroamphetamine
ADHD  is treated with drug <MASK>,dextroamphetamine
ADHD  is treated with drug <MASK>,clonidine
ADHD  is treated with drug <MASK>,bupropion
ADHD  is treated with drug <MASK>,guanfacine
ADHD  is treated with drug <MASK>,lisdexamfetamine
ADHD  is treated with drug <MASK>,amphetamine
ADHD  is treated with drug <MASK>,atomoxetine
Frozen Shoulder is treated with drug <MASK>,diclofenac
Frozen Shoulder is treated with drug <MASK>,ibuprofen
Frozen Shoulder is treated with drug <MASK>,naproxen
Frozen Shoulder is treated with drug <MASK>,nabumetone
Frozen Shoulder is treated with drug <MASK>,piroxicam
Frozen Shoulder is treated with drug <MASK>,indomethacin
Frozen Shoulder is treated with drug <MASK>,triamcinolone
Dercum's Disease is treated with drug <MASK>,fentanyl
Dercum's Disease is treated with drug <MASK>,pregabalin
Adjunct to Antibiotic Therapy is treated with drug <MASK>,probenecid
Polycystic Kidney Disease is treated with drug <MASK>,enalapril
Polycystic Kidney Disease is treated with drug <MASK>,lisinopril
Polycystic Kidney Disease is treated with drug <MASK>,captopril
Adrenal Cortical Carcinoma is treated with drug <MASK>,mitotane
Adrenal Insufficiency is treated with drug <MASK>,dexamethasone
Adrenal Insufficiency is treated with drug <MASK>,cortisone
Adrenal Insufficiency is treated with drug <MASK>,dexamethasone
Adrenal Insufficiency is treated with drug <MASK>,cortisone
Adrenal Insufficiency is treated with drug <MASK>,dexamethasone
Adrenal Insufficiency is treated with drug <MASK>,cortisone
Adrenal Insufficiency is treated with drug <MASK>,dexamethasone
Adrenal Insufficiency is treated with drug <MASK>,cortisone
Adrenocortical Insufficiency is treated with drug <MASK>,hydrocortisone
Adrenocortical Insufficiency is treated with drug <MASK>,prednisone
Adrenocortical Insufficiency is treated with drug <MASK>,dexamethasone
Adrenocortical Insufficiency is treated with drug <MASK>,triamcinolone
Adrenocortical Insufficiency is treated with drug <MASK>,cosyntropin
Adrenogenital Syndrome is treated with drug <MASK>,fludrocortisone
Adrenogenital Syndrome is treated with drug <MASK>,prednisone
Adrenogenital Syndrome is treated with drug <MASK>,dexamethasone
Adrenogenital Syndrome is treated with drug <MASK>,methylprednisolone
Adult Human Growth Hormone Deficiency is treated with drug <MASK>,somatropin
Still's Disease is treated with drug <MASK>,anakinra
Still's Disease is treated with drug <MASK>,tocilizumab
Still's Disease is treated with drug <MASK>,etanercept
Still's Disease is treated with drug <MASK>,anakinra
Still's Disease is treated with drug <MASK>,tocilizumab
Still's Disease is treated with drug <MASK>,etanercept
Atrial Fibrillation is treated with drug <MASK>,digoxin
Atrial Fibrillation is treated with drug <MASK>,metoprolol
Atrial Fibrillation is treated with drug <MASK>,diltiazem
Atrial Fibrillation is treated with drug <MASK>,flecainide
Atrial Fibrillation is treated with drug <MASK>,sotalol
Atrial Fibrillation is treated with drug <MASK>,carvedilol
Atrial Fibrillation is treated with drug <MASK>,propafenone
Atrial Fibrillation is treated with drug <MASK>,rivaroxaban
Atrial Fibrillation is treated with drug <MASK>,dronedarone
Atrial Fibrillation is treated with drug <MASK>,clonidine
Atrial Fibrillation is treated with drug <MASK>,propranolol
Atrial Fibrillation is treated with drug <MASK>,digoxin
Atrial Fibrillation is treated with drug <MASK>,metoprolol
Atrial Fibrillation is treated with drug <MASK>,diltiazem
Atrial Fibrillation is treated with drug <MASK>,flecainide
Atrial Fibrillation is treated with drug <MASK>,sotalol
Atrial Fibrillation is treated with drug <MASK>,carvedilol
Atrial Fibrillation is treated with drug <MASK>,propafenone
Atrial Fibrillation is treated with drug <MASK>,rivaroxaban
Atrial Fibrillation is treated with drug <MASK>,dronedarone
Atrial Fibrillation is treated with drug <MASK>,clonidine
Atrial Fibrillation is treated with drug <MASK>,propranolol
Trypanosomiasis is treated with drug <MASK>,pentamidine
Trypanosomiasis is treated with drug <MASK>,benznidazole
Aggressive Behavior is treated with drug <MASK>,haloperidol
Agitated State is treated with drug <MASK>,aripiprazole
Agitated State is treated with drug <MASK>,olanzapine
Agitated State is treated with drug <MASK>,loxapine
Agitation is treated with drug <MASK>,risperidone
Agitation is treated with drug <MASK>,olanzapine
Agitation is treated with drug <MASK>,citalopram
Agitation is treated with drug <MASK>,amitriptyline AND perphenazine
Agitation is treated with drug <MASK>,loxapine
Myelofibrosis is treated with drug <MASK>,ruxolitinib
Myelofibrosis is treated with drug <MASK>,fedratinib
Agoraphobia is treated with drug <MASK>,fluoxetine
Neutropenia is treated with drug <MASK>,filgrastim
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
AIDS Related Wasting is treated with drug <MASK>,dronabinol
AIDS Related Wasting is treated with drug <MASK>,megestrol
AIDS Related Wasting is treated with drug <MASK>,somatropin
AIDS Related Wasting is treated with drug <MASK>,dronabinol
AIDS Related Wasting is treated with drug <MASK>,megestrol
AIDS Related Wasting is treated with drug <MASK>,somatropin
AIDS Related Wasting is treated with drug <MASK>,dronabinol
AIDS Related Wasting is treated with drug <MASK>,megestrol
AIDS Related Wasting is treated with drug <MASK>,somatropin
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Akathisia is treated with drug <MASK>,propranolol
Alcohol Dependence is treated with drug <MASK>,naltrexone
Alcohol Dependence is treated with drug <MASK>,acamprosate
Alcohol Dependence is treated with drug <MASK>,disulfiram
Alcohol Dependence is treated with drug <MASK>,ondansetron
Alcoholism is treated with drug <MASK>,gabapentin enacarbil
Alcohol Withdrawal is treated with drug <MASK>,gabapentin
Alcohol Withdrawal is treated with drug <MASK>,baclofen
Alcohol Withdrawal is treated with drug <MASK>,chlordiazepoxide
Alcohol Withdrawal is treated with drug <MASK>,diazepam
Alcohol Withdrawal is treated with drug <MASK>,clonidine
Alcohol Withdrawal is treated with drug <MASK>,atenolol
Alcohol Withdrawal is treated with drug <MASK>,oxazepam
Alcohol Withdrawal is treated with drug <MASK>,clorazepate
Alcohol Withdrawal is treated with drug <MASK>,gabapentin
Alcohol Withdrawal is treated with drug <MASK>,baclofen
Alcohol Withdrawal is treated with drug <MASK>,chlordiazepoxide
Alcohol Withdrawal is treated with drug <MASK>,diazepam
Alcohol Withdrawal is treated with drug <MASK>,clonidine
Alcohol Withdrawal is treated with drug <MASK>,atenolol
Alcohol Withdrawal is treated with drug <MASK>,oxazepam
Alcohol Withdrawal is treated with drug <MASK>,clorazepate
Alcoholic Liver Damage is treated with drug <MASK>,propylthiouracil
Alcoholic Liver Damage is treated with drug <MASK>,oxandrolone
Alcoholic Liver Damage is treated with drug <MASK>,propylthiouracil
Alcoholic Liver Damage is treated with drug <MASK>,oxandrolone
Alcoholic Liver Damage is treated with drug <MASK>,propylthiouracil
Alcoholic Liver Damage is treated with drug <MASK>,oxandrolone
Alcoholism is treated with drug <MASK>,gabapentin enacarbil
Vaginal pH Imbalance is treated with drug <MASK>,hydroxyquinoline
Alkalosis is treated with drug <MASK>,ammonium chloride
Alkalosis is treated with drug <MASK>,ammonium chloride
Alkylating Agent Cystitis is treated with drug <MASK>,sodium bicarbonate
Alkylating Agent Cystitis is treated with drug <MASK>,citric acid AND sodium citrate
Acute Lymphocytic Leukemia is treated with drug <MASK>,prednisone
Acute Lymphocytic Leukemia is treated with drug <MASK>,vincristine
Acute Lymphocytic Leukemia is treated with drug <MASK>,cyclophosphamide
Acute Lymphocytic Leukemia is treated with drug <MASK>,methotrexate
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase escherichia coli
Acute Lymphocytic Leukemia is treated with drug <MASK>,daunorubicin
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase erwinia chrysanthemi
Acute Lymphocytic Leukemia is treated with drug <MASK>,teniposide
Allergic Asthma is treated with drug <MASK>,terbutaline
Allergic Asthma is treated with drug <MASK>,salmeterol
Allergic Conjunctivitis is treated with drug <MASK>,ketotifen
Allergic Conjunctivitis is treated with drug <MASK>,azelastine
Allergic Conjunctivitis is treated with drug <MASK>,cromolyn
Allergic Conjunctivitis is treated with drug <MASK>,prednisone
Allergic Conjunctivitis is treated with drug <MASK>,prednisolone
Allergic Conjunctivitis is treated with drug <MASK>,epinastine
Allergic Conjunctivitis is treated with drug <MASK>,nedocromil
Allergic Conjunctivitis is treated with drug <MASK>,bepotastine
Allergic Conjunctivitis is treated with drug <MASK>,cetirizine
Allergic Conjunctivitis is treated with drug <MASK>,alcaftadine
Allergic Conjunctivitis is treated with drug <MASK>,carbinoxamine
Allergic Conjunctivitis is treated with drug <MASK>,doxylamine
Atopic Dermatitis is treated with drug <MASK>,triamcinolone
Atopic Dermatitis is treated with drug <MASK>,clobetasol
Atopic Dermatitis is treated with drug <MASK>,betamethasone
Atopic Dermatitis is treated with drug <MASK>,fluocinonide
Atopic Dermatitis is treated with drug <MASK>,hydrocortisone
Atopic Dermatitis is treated with drug <MASK>,tacrolimus
Atopic Dermatitis is treated with drug <MASK>,prednisone
Atopic Dermatitis is treated with drug <MASK>,mometasone
Atopic Dermatitis is treated with drug <MASK>,desonide
Atopic Dermatitis is treated with drug <MASK>,fluocinolone
Atopic Dermatitis is treated with drug <MASK>,desoximetasone
Atopic Dermatitis is treated with drug <MASK>,fluticasone
Atopic Dermatitis is treated with drug <MASK>,methylprednisolone
Atopic Dermatitis is treated with drug <MASK>,dexamethasone
Atopic Dermatitis is treated with drug <MASK>,azathioprine
Allergic Reactions is treated with drug <MASK>,diphenhydramine
