sentence,label
Acne is treated with drug <MASK>,clindamycin
Acne is treated with drug <MASK>,tretinoin
Acne is treated with drug <MASK>,isotretinoin
Acne is treated with drug <MASK>,benzoyl peroxide
Acne is treated with drug <MASK>,adapalene
Acne is treated with drug <MASK>,tetracycline
Acne is treated with drug <MASK>,cephalexin
Acne is treated with drug <MASK>,sulfamethoxazole AND trimethoprim
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Erythromelalgia is treated with drug <MASK>,gabapentin
Urinary Tract Infection is treated with drug <MASK>,ciprofloxacin
Urinary Tract Infection is treated with drug <MASK>,nitrofurantoin
Urinary Tract Infection is treated with drug <MASK>,sulfamethoxazole AND trimethoprim
Urinary Tract Infection is treated with drug <MASK>,amoxicillin
Urinary Tract Infection is treated with drug <MASK>,doxycycline
Urinary Tract Infection is treated with drug <MASK>,levofloxacin
Urinary Tract Infection is treated with drug <MASK>,ceftriaxone
Urinary Tract Infection is treated with drug <MASK>,amoxicillin AND clavulanate
Urinary Tract Infection is treated with drug <MASK>,cefuroxime
Urinary Tract Infection is treated with drug <MASK>,trimethoprim
Urinary Tract Infection is treated with drug <MASK>,methenamine
Urinary Tract Infection is treated with drug <MASK>,ampicillin
Acute Lymphocytic Leukemia is treated with drug <MASK>,prednisone
Acute Lymphocytic Leukemia is treated with drug <MASK>,vincristine
Acute Lymphocytic Leukemia is treated with drug <MASK>,cyclophosphamide
Acute Lymphocytic Leukemia is treated with drug <MASK>,methotrexate
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase escherichia coli
Acute Lymphocytic Leukemia is treated with drug <MASK>,daunorubicin
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase erwinia chrysanthemi
Acute Lymphocytic Leukemia is treated with drug <MASK>,teniposide
Glomerulonephritis is treated with drug <MASK>,azathioprine
Glomerulonephritis is treated with drug <MASK>,penicillin g benzathine
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine
Acute Myeloid Leukemia is treated with drug <MASK>,vincristine
Acute Myeloid Leukemia is treated with drug <MASK>,daunorubicin
Acute Myeloid Leukemia is treated with drug <MASK>,idarubicin
Acute Myeloid Leukemia is treated with drug <MASK>,decitabine
Acute Myeloid Leukemia is treated with drug <MASK>,gemtuzumab
Acute Myeloid Leukemia is treated with drug <MASK>,midostaurin
Acute Myeloid Leukemia is treated with drug <MASK>,venetoclax
Acute Myeloid Leukemia is treated with drug <MASK>,enasidenib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine liposomal AND daunorubicin liposomal
Acute Myeloid Leukemia is treated with drug <MASK>,ivosidenib
Acute Myeloid Leukemia is treated with drug <MASK>,gilteritinib
Acute Myeloid Leukemia is treated with drug <MASK>,glasdegib
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Acute Lymphocytic Leukemia is treated with drug <MASK>,prednisone
Acute Lymphocytic Leukemia is treated with drug <MASK>,vincristine
Acute Lymphocytic Leukemia is treated with drug <MASK>,cyclophosphamide
Acute Lymphocytic Leukemia is treated with drug <MASK>,methotrexate
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase escherichia coli
Acute Lymphocytic Leukemia is treated with drug <MASK>,daunorubicin
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase erwinia chrysanthemi
Acute Lymphocytic Leukemia is treated with drug <MASK>,teniposide
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine
Acute Myeloid Leukemia is treated with drug <MASK>,vincristine
Acute Myeloid Leukemia is treated with drug <MASK>,daunorubicin
Acute Myeloid Leukemia is treated with drug <MASK>,idarubicin
Acute Myeloid Leukemia is treated with drug <MASK>,decitabine
Acute Myeloid Leukemia is treated with drug <MASK>,gemtuzumab
Acute Myeloid Leukemia is treated with drug <MASK>,midostaurin
Acute Myeloid Leukemia is treated with drug <MASK>,venetoclax
Acute Myeloid Leukemia is treated with drug <MASK>,enasidenib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine liposomal AND daunorubicin liposomal
Acute Myeloid Leukemia is treated with drug <MASK>,ivosidenib
Acute Myeloid Leukemia is treated with drug <MASK>,gilteritinib
Acute Myeloid Leukemia is treated with drug <MASK>,glasdegib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine
Acute Myeloid Leukemia is treated with drug <MASK>,vincristine
Acute Myeloid Leukemia is treated with drug <MASK>,daunorubicin
Acute Myeloid Leukemia is treated with drug <MASK>,idarubicin
Acute Myeloid Leukemia is treated with drug <MASK>,decitabine
Acute Myeloid Leukemia is treated with drug <MASK>,gemtuzumab
Acute Myeloid Leukemia is treated with drug <MASK>,midostaurin
Acute Myeloid Leukemia is treated with drug <MASK>,venetoclax
Acute Myeloid Leukemia is treated with drug <MASK>,enasidenib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine liposomal AND daunorubicin liposomal
Acute Myeloid Leukemia is treated with drug <MASK>,ivosidenib
Acute Myeloid Leukemia is treated with drug <MASK>,gilteritinib
Acute Myeloid Leukemia is treated with drug <MASK>,glasdegib
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Sinusitis is treated with drug <MASK>,amoxicillin
Sinusitis is treated with drug <MASK>,prednisone
Sinusitis is treated with drug <MASK>,amoxicillin AND clavulanate
Sinusitis is treated with drug <MASK>,cefdinir
Sinusitis is treated with drug <MASK>,azithromycin
Sinusitis is treated with drug <MASK>,levofloxacin
Sinusitis is treated with drug <MASK>,cefuroxime
Sinusitis is treated with drug <MASK>,clarithromycin
Sinusitis is treated with drug <MASK>,ciprofloxacin
Sinusitis is treated with drug <MASK>,clindamycin
Sinusitis is treated with drug <MASK>,sulfamethoxazole AND trimethoprim
Sinusitis is treated with drug <MASK>,moxifloxacin
ADHD  is treated with drug <MASK>,methylphenidate
ADHD  is treated with drug <MASK>,amphetamine AND dextroamphetamine
ADHD  is treated with drug <MASK>,dextroamphetamine
ADHD  is treated with drug <MASK>,clonidine
ADHD  is treated with drug <MASK>,bupropion
ADHD  is treated with drug <MASK>,guanfacine
ADHD  is treated with drug <MASK>,lisdexamfetamine
ADHD  is treated with drug <MASK>,amphetamine
ADHD  is treated with drug <MASK>,atomoxetine
Renal Cell Carcinoma is treated with drug <MASK>,pazopanib
Renal Cell Carcinoma is treated with drug <MASK>,sunitinib
Renal Cell Carcinoma is treated with drug <MASK>,axitinib
Renal Cell Carcinoma is treated with drug <MASK>,nivolumab
Renal Cell Carcinoma is treated with drug <MASK>,sorafenib
Renal Cell Carcinoma is treated with drug <MASK>,everolimus
Renal Cell Carcinoma is treated with drug <MASK>,bevacizumab
Renal Cell Carcinoma is treated with drug <MASK>,cabozantinib
Renal Cell Carcinoma is treated with drug <MASK>,medroxyprogesterone
Renal Cell Carcinoma is treated with drug <MASK>,aldesleukin
Renal Cell Carcinoma is treated with drug <MASK>,capecitabine
Renal Cell Carcinoma is treated with drug <MASK>,temsirolimus
Renal Cell Carcinoma is treated with drug <MASK>,lenvatinib
ADHD  is treated with drug <MASK>,methylphenidate
ADHD  is treated with drug <MASK>,amphetamine AND dextroamphetamine
ADHD  is treated with drug <MASK>,dextroamphetamine
ADHD  is treated with drug <MASK>,clonidine
ADHD  is treated with drug <MASK>,bupropion
ADHD  is treated with drug <MASK>,guanfacine
ADHD  is treated with drug <MASK>,lisdexamfetamine
ADHD  is treated with drug <MASK>,amphetamine
ADHD  is treated with drug <MASK>,atomoxetine
Dercum's Disease is treated with drug <MASK>,fentanyl
Dercum's Disease is treated with drug <MASK>,pregabalin
Atrial Fibrillation is treated with drug <MASK>,digoxin
Atrial Fibrillation is treated with drug <MASK>,metoprolol
Atrial Fibrillation is treated with drug <MASK>,diltiazem
Atrial Fibrillation is treated with drug <MASK>,flecainide
Atrial Fibrillation is treated with drug <MASK>,sotalol
Atrial Fibrillation is treated with drug <MASK>,carvedilol
Atrial Fibrillation is treated with drug <MASK>,propafenone
Atrial Fibrillation is treated with drug <MASK>,rivaroxaban
Atrial Fibrillation is treated with drug <MASK>,dronedarone
Atrial Fibrillation is treated with drug <MASK>,clonidine
Atrial Fibrillation is treated with drug <MASK>,propranolol
Atrial Fibrillation is treated with drug <MASK>,digoxin
Atrial Fibrillation is treated with drug <MASK>,metoprolol
Atrial Fibrillation is treated with drug <MASK>,diltiazem
Atrial Fibrillation is treated with drug <MASK>,flecainide
Atrial Fibrillation is treated with drug <MASK>,sotalol
Atrial Fibrillation is treated with drug <MASK>,carvedilol
Atrial Fibrillation is treated with drug <MASK>,propafenone
Atrial Fibrillation is treated with drug <MASK>,rivaroxaban
Atrial Fibrillation is treated with drug <MASK>,dronedarone
Atrial Fibrillation is treated with drug <MASK>,clonidine
Atrial Fibrillation is treated with drug <MASK>,propranolol
Myelofibrosis is treated with drug <MASK>,ruxolitinib
Myelofibrosis is treated with drug <MASK>,fedratinib
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
AIDS Related Wasting is treated with drug <MASK>,dronabinol
AIDS Related Wasting is treated with drug <MASK>,megestrol
AIDS Related Wasting is treated with drug <MASK>,somatropin
AIDS Related Wasting is treated with drug <MASK>,dronabinol
AIDS Related Wasting is treated with drug <MASK>,megestrol
AIDS Related Wasting is treated with drug <MASK>,somatropin
AIDS Related Wasting is treated with drug <MASK>,dronabinol
AIDS Related Wasting is treated with drug <MASK>,megestrol
AIDS Related Wasting is treated with drug <MASK>,somatropin
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Alkylating Agent Cystitis is treated with drug <MASK>,sodium bicarbonate
Alkylating Agent Cystitis is treated with drug <MASK>,citric acid AND sodium citrate
Acute Lymphocytic Leukemia is treated with drug <MASK>,prednisone
Acute Lymphocytic Leukemia is treated with drug <MASK>,vincristine
Acute Lymphocytic Leukemia is treated with drug <MASK>,cyclophosphamide
Acute Lymphocytic Leukemia is treated with drug <MASK>,methotrexate
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase escherichia coli
Acute Lymphocytic Leukemia is treated with drug <MASK>,daunorubicin
Acute Lymphocytic Leukemia is treated with drug <MASK>,asparaginase erwinia chrysanthemi
Acute Lymphocytic Leukemia is treated with drug <MASK>,teniposide
Atopic Dermatitis is treated with drug <MASK>,triamcinolone
Atopic Dermatitis is treated with drug <MASK>,clobetasol
Atopic Dermatitis is treated with drug <MASK>,betamethasone
Atopic Dermatitis is treated with drug <MASK>,fluocinonide
Atopic Dermatitis is treated with drug <MASK>,hydrocortisone
Atopic Dermatitis is treated with drug <MASK>,tacrolimus
Atopic Dermatitis is treated with drug <MASK>,prednisone
Atopic Dermatitis is treated with drug <MASK>,mometasone
Atopic Dermatitis is treated with drug <MASK>,desonide
Atopic Dermatitis is treated with drug <MASK>,fluocinolone
Atopic Dermatitis is treated with drug <MASK>,desoximetasone
Atopic Dermatitis is treated with drug <MASK>,fluticasone
Atopic Dermatitis is treated with drug <MASK>,methylprednisolone
Atopic Dermatitis is treated with drug <MASK>,dexamethasone
Atopic Dermatitis is treated with drug <MASK>,azathioprine
Alopecia is treated with drug <MASK>,spironolactone
Alopecia is treated with drug <MASK>,minoxidil
Alopecia is treated with drug <MASK>,triamcinolone
Alopecia is treated with drug <MASK>,sulfasalazine
Alopecia is treated with drug <MASK>,spironolactone
Alopecia is treated with drug <MASK>,minoxidil
Alopecia is treated with drug <MASK>,triamcinolone
Alopecia is treated with drug <MASK>,sulfasalazine
Soft Tissue Sarcoma is treated with drug <MASK>,pazopanib
Soft Tissue Sarcoma is treated with drug <MASK>,doxorubicin
Soft Tissue Sarcoma is treated with drug <MASK>,methotrexate
Soft Tissue Sarcoma is treated with drug <MASK>,trabectedin
Soft Tissue Sarcoma is treated with drug <MASK>,olaratumab
Amebiasis is treated with drug <MASK>,metronidazole
Amebiasis is treated with drug <MASK>,tinidazole
Amebiasis is treated with drug <MASK>,nitazoxanide
Amebiasis is treated with drug <MASK>,doxycycline
Amebiasis is treated with drug <MASK>,paromomycin
Amebiasis is treated with drug <MASK>,chloroquine
Amebiasis is treated with drug <MASK>,metronidazole
Amebiasis is treated with drug <MASK>,tinidazole
Amebiasis is treated with drug <MASK>,nitazoxanide
Amebiasis is treated with drug <MASK>,doxycycline
Amebiasis is treated with drug <MASK>,paromomycin
Amebiasis is treated with drug <MASK>,chloroquine
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine
Acute Myeloid Leukemia is treated with drug <MASK>,vincristine
Acute Myeloid Leukemia is treated with drug <MASK>,daunorubicin
Acute Myeloid Leukemia is treated with drug <MASK>,idarubicin
Acute Myeloid Leukemia is treated with drug <MASK>,decitabine
Acute Myeloid Leukemia is treated with drug <MASK>,gemtuzumab
Acute Myeloid Leukemia is treated with drug <MASK>,midostaurin
Acute Myeloid Leukemia is treated with drug <MASK>,venetoclax
Acute Myeloid Leukemia is treated with drug <MASK>,enasidenib
Acute Myeloid Leukemia is treated with drug <MASK>,cytarabine liposomal AND daunorubicin liposomal
Acute Myeloid Leukemia is treated with drug <MASK>,ivosidenib
Acute Myeloid Leukemia is treated with drug <MASK>,gilteritinib
Acute Myeloid Leukemia is treated with drug <MASK>,glasdegib
Amebiasis is treated with drug <MASK>,metronidazole
Amebiasis is treated with drug <MASK>,tinidazole
Amebiasis is treated with drug <MASK>,nitazoxanide
Amebiasis is treated with drug <MASK>,doxycycline
Amebiasis is treated with drug <MASK>,paromomycin
Amebiasis is treated with drug <MASK>,chloroquine
Aspiration Pneumonia is treated with drug <MASK>,prednisone
Aspiration Pneumonia is treated with drug <MASK>,clindamycin
Aspiration Pneumonia is treated with drug <MASK>,amoxicillin AND clavulanate
Aspiration Pneumonia is treated with drug <MASK>,metronidazole
Aspiration Pneumonia is treated with drug <MASK>,dexamethasone
Aspiration Pneumonia is treated with drug <MASK>,lansoprazole
Aspiration Pneumonia is treated with drug <MASK>,piperacillin AND tazobactam
Aspiration Pneumonia is treated with drug <MASK>,ampicillin AND sulbactam
Aspiration Pneumonia is treated with drug <MASK>,cefoxitin
Aspiration Pneumonia is treated with drug <MASK>,cilastatin AND imipenem
Dercum's Disease is treated with drug <MASK>,fentanyl
Dercum's Disease is treated with drug <MASK>,pregabalin
Sickle Cell Anemia is treated with drug <MASK>,hydroxyurea
Sickle Cell Anemia is treated with drug <MASK>,vitamin e
Sickle Cell Anemia is treated with drug <MASK>,glutamine
Sickle Cell Anemia is treated with drug <MASK>,crizanlizumab
Angina is treated with drug <MASK>,aspirin
Angina is treated with drug <MASK>,nitroglycerin
Angina is treated with drug <MASK>,metoprolol
Angina is treated with drug <MASK>,amlodipine
Angina is treated with drug <MASK>,isosorbide mononitrate
Angina is treated with drug <MASK>,isosorbide dinitrate
Angina is treated with drug <MASK>,enoxaparin
Angina is treated with drug <MASK>,ranolazine
Angina is treated with drug <MASK>,atenolol
Angina is treated with drug <MASK>,carvedilol
Angina is treated with drug <MASK>,amlodipine AND atorvastatin
Angina is treated with drug <MASK>,aspirin
Angina is treated with drug <MASK>,nitroglycerin
Angina is treated with drug <MASK>,metoprolol
Angina is treated with drug <MASK>,amlodipine
Angina is treated with drug <MASK>,isosorbide mononitrate
Angina is treated with drug <MASK>,isosorbide dinitrate
Angina is treated with drug <MASK>,enoxaparin
Angina is treated with drug <MASK>,ranolazine
Angina is treated with drug <MASK>,atenolol
Angina is treated with drug <MASK>,carvedilol
Angina is treated with drug <MASK>,amlodipine AND atorvastatin
Angina is treated with drug <MASK>,aspirin
Angina is treated with drug <MASK>,nitroglycerin
Angina is treated with drug <MASK>,metoprolol
Angina is treated with drug <MASK>,amlodipine
Angina is treated with drug <MASK>,isosorbide mononitrate
Angina is treated with drug <MASK>,isosorbide dinitrate
Angina is treated with drug <MASK>,enoxaparin
Angina is treated with drug <MASK>,ranolazine
Angina is treated with drug <MASK>,atenolol
Angina is treated with drug <MASK>,carvedilol
Angina is treated with drug <MASK>,amlodipine AND atorvastatin
Angina is treated with drug <MASK>,aspirin
Angina is treated with drug <MASK>,nitroglycerin
Angina is treated with drug <MASK>,metoprolol
Angina is treated with drug <MASK>,amlodipine
Angina is treated with drug <MASK>,isosorbide mononitrate
Angina is treated with drug <MASK>,isosorbide dinitrate
Angina is treated with drug <MASK>,enoxaparin
Angina is treated with drug <MASK>,ranolazine
Angina is treated with drug <MASK>,atenolol
Angina is treated with drug <MASK>,carvedilol
Angina is treated with drug <MASK>,amlodipine AND atorvastatin
Angina is treated with drug <MASK>,aspirin
Angina is treated with drug <MASK>,nitroglycerin
Angina is treated with drug <MASK>,metoprolol
Angina is treated with drug <MASK>,amlodipine
Angina is treated with drug <MASK>,isosorbide mononitrate
Angina is treated with drug <MASK>,isosorbide dinitrate
Angina is treated with drug <MASK>,enoxaparin
Angina is treated with drug <MASK>,ranolazine
Angina is treated with drug <MASK>,atenolol
Angina is treated with drug <MASK>,carvedilol
Angina is treated with drug <MASK>,amlodipine AND atorvastatin
Muscle Pain is treated with drug <MASK>,ibuprofen
Muscle Pain is treated with drug <MASK>,naproxen
Muscle Pain is treated with drug <MASK>,acetaminophen
Muscle Pain is treated with drug <MASK>,diclofenac
Muscle Pain is treated with drug <MASK>,nabumetone
Muscle Pain is treated with drug <MASK>,ibuprofen
Muscle Pain is treated with drug <MASK>,naproxen
Muscle Pain is treated with drug <MASK>,acetaminophen
Muscle Pain is treated with drug <MASK>,diclofenac
Muscle Pain is treated with drug <MASK>,nabumetone
Muscle Pain is treated with drug <MASK>,ibuprofen
Muscle Pain is treated with drug <MASK>,naproxen
Muscle Pain is treated with drug <MASK>,acetaminophen
Muscle Pain is treated with drug <MASK>,diclofenac
Muscle Pain is treated with drug <MASK>,nabumetone
Diffuse Idiopathic Skeletal Hyperostosis is treated with drug <MASK>,ibuprofen
Diffuse Idiopathic Skeletal Hyperostosis is treated with drug <MASK>,naproxen
AIDS Related Wasting is treated with drug <MASK>,dronabinol
AIDS Related Wasting is treated with drug <MASK>,megestrol
AIDS Related Wasting is treated with drug <MASK>,somatropin
Muscle Pain is treated with drug <MASK>,ibuprofen
Muscle Pain is treated with drug <MASK>,naproxen
Muscle Pain is treated with drug <MASK>,acetaminophen
Muscle Pain is treated with drug <MASK>,diclofenac
Muscle Pain is treated with drug <MASK>,nabumetone
Muscle Pain is treated with drug <MASK>,ibuprofen
Muscle Pain is treated with drug <MASK>,naproxen
Muscle Pain is treated with drug <MASK>,acetaminophen
Muscle Pain is treated with drug <MASK>,diclofenac
Muscle Pain is treated with drug <MASK>,nabumetone
Anthrax is treated with drug <MASK>,ciprofloxacin
Anthrax is treated with drug <MASK>,levofloxacin
Anthrax is treated with drug <MASK>,doxycycline
Anthrax is treated with drug <MASK>,moxifloxacin
Anthrax is treated with drug <MASK>,penicillin g potassium
Anthrax is treated with drug <MASK>,chloramphenicol
Anthrax is treated with drug <MASK>,ofloxacin
Anthrax is treated with drug <MASK>,anthrax immune globulin intravenous
Anthrax is treated with drug <MASK>,ciprofloxacin
Anthrax is treated with drug <MASK>,levofloxacin
Anthrax is treated with drug <MASK>,doxycycline
Anthrax is treated with drug <MASK>,moxifloxacin
Anthrax is treated with drug <MASK>,penicillin g potassium
Anthrax is treated with drug <MASK>,chloramphenicol
Anthrax is treated with drug <MASK>,ofloxacin
Anthrax is treated with drug <MASK>,anthrax immune globulin intravenous
Anthrax is treated with drug <MASK>,ciprofloxacin
Anthrax is treated with drug <MASK>,levofloxacin
Anthrax is treated with drug <MASK>,doxycycline
Anthrax is treated with drug <MASK>,moxifloxacin
Anthrax is treated with drug <MASK>,penicillin g potassium
Anthrax is treated with drug <MASK>,chloramphenicol
Anthrax is treated with drug <MASK>,ofloxacin
Anthrax is treated with drug <MASK>,anthrax immune globulin intravenous
Anthrax is treated with drug <MASK>,ciprofloxacin
Anthrax is treated with drug <MASK>,levofloxacin
Anthrax is treated with drug <MASK>,doxycycline
Anthrax is treated with drug <MASK>,moxifloxacin
Anthrax is treated with drug <MASK>,penicillin g potassium
Anthrax is treated with drug <MASK>,chloramphenicol
Anthrax is treated with drug <MASK>,ofloxacin
Anthrax is treated with drug <MASK>,anthrax immune globulin intravenous
Pseudomembranous Colitis is treated with drug <MASK>,metronidazole
Pseudomembranous Colitis is treated with drug <MASK>,vancomycin
Prosthetic Heart Valves - Thrombosis Prophylaxis is treated with drug <MASK>,aspirin
Prosthetic Heart Valves - Thrombosis Prophylaxis is treated with drug <MASK>,warfarin
Prosthetic Heart Valves - Thrombosis Prophylaxis is treated with drug <MASK>,dipyridamole
Auditory Processing Disorder is treated with drug <MASK>,dexmethylphenidate
HIV Infection is treated with drug <MASK>,lamivudine
HIV Infection is treated with drug <MASK>,efavirenz AND emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,ritonavir
HIV Infection is treated with drug <MASK>,emtricitabine AND tenofovir
HIV Infection is treated with drug <MASK>,tenofovir
HIV Infection is treated with drug <MASK>,abacavir
Atherosclerosis is treated with drug <MASK>,rosuvastatin
Coronary Artery Disease is treated with drug <MASK>,lisinopril
Coronary Artery Disease is treated with drug <MASK>,amlodipine
Coronary Artery Disease is treated with drug <MASK>,perindopril
Coronary Artery Disease is treated with drug <MASK>,amlodipine AND atorvastatin
Coronary Artery Disease is treated with drug <MASK>,isoxsuprine
Coronary Artery Disease is treated with drug <MASK>,rivaroxaban
Osteoarthritis is treated with drug <MASK>,meloxicam
Osteoarthritis is treated with drug <MASK>,diclofenac
Osteoarthritis is treated with drug <MASK>,naproxen
Osteoarthritis is treated with drug <MASK>,ibuprofen
Osteoarthritis is treated with drug <MASK>,celecoxib
Osteoarthritis is treated with drug <MASK>,chondroitin AND glucosamine
Osteoarthritis is treated with drug <MASK>,diclofenac
Osteoarthritis is treated with drug <MASK>,etodolac
Osteoarthritis is treated with drug <MASK>,prednisone
Osteoarthritis is treated with drug <MASK>,aspirin
Osteoarthritis is treated with drug <MASK>,nabumetone
Osteoarthritis is treated with drug <MASK>,duloxetine
Aseptic Necrosis is treated with drug <MASK>,ibuprofen
Aseptic Necrosis is treated with drug <MASK>,alendronate
Aseptic Necrosis is treated with drug <MASK>,diclofenac
Aseptic Necrosis is treated with drug <MASK>,aspirin
Aseptic Necrosis is treated with drug <MASK>,naproxen
Aspiration Pneumonia is treated with drug <MASK>,prednisone
Aspiration Pneumonia is treated with drug <MASK>,clindamycin
Aspiration Pneumonia is treated with drug <MASK>,amoxicillin AND clavulanate
Aspiration Pneumonia is treated with drug <MASK>,metronidazole
Aspiration Pneumonia is treated with drug <MASK>,dexamethasone
Aspiration Pneumonia is treated with drug <MASK>,lansoprazole
Aspiration Pneumonia is treated with drug <MASK>,piperacillin AND tazobactam
Aspiration Pneumonia is treated with drug <MASK>,ampicillin AND sulbactam
Aspiration Pneumonia is treated with drug <MASK>,cefoxitin
Aspiration Pneumonia is treated with drug <MASK>,cilastatin AND imipenem
Aspiration Pneumonia is treated with drug <MASK>,prednisone
Aspiration Pneumonia is treated with drug <MASK>,clindamycin
Aspiration Pneumonia is treated with drug <MASK>,amoxicillin AND clavulanate
Aspiration Pneumonia is treated with drug <MASK>,metronidazole
Aspiration Pneumonia is treated with drug <MASK>,dexamethasone
Aspiration Pneumonia is treated with drug <MASK>,lansoprazole
Aspiration Pneumonia is treated with drug <MASK>,piperacillin AND tazobactam
Aspiration Pneumonia is treated with drug <MASK>,ampicillin AND sulbactam
Aspiration Pneumonia is treated with drug <MASK>,cefoxitin
Aspiration Pneumonia is treated with drug <MASK>,cilastatin AND imipenem
Aspiration Pneumonia is treated with drug <MASK>,prednisone
Aspiration Pneumonia is treated with drug <MASK>,clindamycin
Aspiration Pneumonia is treated with drug <MASK>,amoxicillin AND clavulanate
Aspiration Pneumonia is treated with drug <MASK>,metronidazole
Aspiration Pneumonia is treated with drug <MASK>,dexamethasone
