drug
sodium bicarbonate is a drug.
citric acid AND sodium citrate is a drug.
clindamycin is a drug.
tretinoin is a drug.
isotretinoin is a drug.
benzoyl peroxide is a drug.
adapalene is a drug.
tetracycline is a drug.
cephalexin is a drug.
sulfamethoxazole AND trimethoprim is a drug.
lamivudine is a drug.
efavirenz AND emtricitabine AND tenofovir is a drug.
ritonavir is a drug.
emtricitabine AND tenofovir is a drug.
tenofovir is a drug.
abacavir is a drug.
lamivudine is a drug.
efavirenz AND emtricitabine AND tenofovir is a drug.
ritonavir is a drug.
emtricitabine AND tenofovir is a drug.
tenofovir is a drug.
abacavir is a drug.
methylene blue is a drug.
bromocriptine is a drug.
octreotide is a drug.
pegvisomant is a drug.
lanreotide is a drug.
pasireotide is a drug.
gabapentin is a drug.
fluorouracil is a drug.
aminolevulinic acid is a drug.
ingenol is a drug.
amoxicillin is a drug.
doxycycline is a drug.
minocycline is a drug.
penicillin g sodium is a drug.
penicillin g potassium is a drug.
albuterol is a drug.
prednisolone is a drug.
methylprednisolone is a drug.
epinephrine is a drug.
hydrocortisone is a drug.
theophylline is a drug.
dexamethasone is a drug.
levalbuterol is a drug.
terbutaline is a drug.
ciprofloxacin is a drug.
nitrofurantoin is a drug.
sulfamethoxazole AND trimethoprim is a drug.
amoxicillin is a drug.
doxycycline is a drug.
levofloxacin is a drug.
ceftriaxone is a drug.
amoxicillin AND clavulanate is a drug.
cefuroxime is a drug.
trimethoprim is a drug.
methenamine is a drug.
ampicillin is a drug.
prednisone is a drug.
vincristine is a drug.
cyclophosphamide is a drug.
methotrexate is a drug.
asparaginase escherichia coli is a drug.
daunorubicin is a drug.
asparaginase erwinia chrysanthemi is a drug.
teniposide is a drug.
clopidogrel is a drug.
ticagrelor is a drug.
prasugrel is a drug.
enoxaparin is a drug.
eptifibatide is a drug.
tirofiban is a drug.
clopidogrel is a drug.
azathioprine is a drug.
penicillin g benzathine is a drug.
cytarabine is a drug.
vincristine is a drug.
daunorubicin is a drug.
idarubicin is a drug.
decitabine is a drug.
gemtuzumab is a drug.
midostaurin is a drug.
venetoclax is a drug.
enasidenib is a drug.
cytarabine liposomal AND daunorubicin liposomal is a drug.
ivosidenib is a drug.
gilteritinib is a drug.
glasdegib is a drug.
lamivudine is a drug.
efavirenz AND emtricitabine AND tenofovir is a drug.
ritonavir is a drug.
emtricitabine AND tenofovir is a drug.
tenofovir is a drug.
abacavir is a drug.
chlorpromazine is a drug.
hemin is a drug.
givosiran is a drug.
methotrexate is a drug.
mercaptopurine is a drug.
dasatinib is a drug.
pegaspargase is a drug.
doxorubicin is a drug.
imatinib is a drug.
asparaginase erwinia chrysanthemi is a drug.
ponatinib is a drug.
vincristine liposome is a drug.
blinatumomab is a drug.
prednisone is a drug.
vincristine is a drug.
cyclophosphamide is a drug.
methotrexate is a drug.
asparaginase escherichia coli is a drug.
daunorubicin is a drug.
asparaginase erwinia chrysanthemi is a drug.
teniposide is a drug.
doxorubicin is a drug.
cytarabine is a drug.
vincristine is a drug.
daunorubicin is a drug.
idarubicin is a drug.
decitabine is a drug.
gemtuzumab is a drug.
midostaurin is a drug.
venetoclax is a drug.
enasidenib is a drug.
cytarabine liposomal AND daunorubicin liposomal is a drug.
ivosidenib is a drug.
gilteritinib is a drug.
glasdegib is a drug.
cytarabine is a drug.
vincristine is a drug.
daunorubicin is a drug.
idarubicin is a drug.
decitabine is a drug.
gemtuzumab is a drug.
midostaurin is a drug.
venetoclax is a drug.
enasidenib is a drug.
cytarabine liposomal AND daunorubicin liposomal is a drug.
ivosidenib is a drug.
gilteritinib is a drug.
glasdegib is a drug.
isotretinoin is a drug.
methotrexate is a drug.
thioguanine is a drug.
mitoxantrone is a drug.
cyclophosphamide is a drug.
daunorubicin is a drug.
cytarabine is a drug.
ofloxacin is a drug.
ciprofloxacin is a drug.
ciprofloxacin AND hydrocortisone is a drug.
dexamethasone is a drug.
colistin sulfate AND hydrocortisone AND neomycin AND thonzonium bromide is a drug.
tretinoin is a drug.
arsenic trioxide is a drug.
beractant is a drug.
poractant is a drug.
calfactant is a drug.
lamivudine is a drug.
efavirenz AND emtricitabine AND tenofovir is a drug.
ritonavir is a drug.
emtricitabine AND tenofovir is a drug.
tenofovir is a drug.
abacavir is a drug.
amoxicillin is a drug.
prednisone is a drug.
amoxicillin AND clavulanate is a drug.
cefdinir is a drug.
azithromycin is a drug.
levofloxacin is a drug.
cefuroxime is a drug.
clarithromycin is a drug.
ciprofloxacin is a drug.
clindamycin is a drug.
sulfamethoxazole AND trimethoprim is a drug.
moxifloxacin is a drug.
sertraline is a drug.
citalopram is a drug.
fluoxetine is a drug.
amitriptyline is a drug.
venlafaxine is a drug.
paroxetine is a drug.
prazosin is a drug.
fluvoxamine is a drug.
pegademase bovine is a drug.
elapegademase is a drug.
epinephrine is a drug.
ephedrine is a drug.
isoproterenol is a drug.
methylphenidate is a drug.
amphetamine AND dextroamphetamine is a drug.
dextroamphetamine is a drug.
clonidine is a drug.
bupropion is a drug.
guanfacine is a drug.
lisdexamfetamine is a drug.
amphetamine is a drug.
atomoxetine is a drug.
hydrocortisone is a drug.
fludrocortisone is a drug.
dexamethasone is a drug.
pazopanib is a drug.
sunitinib is a drug.
axitinib is a drug.
nivolumab is a drug.
sorafenib is a drug.
everolimus is a drug.
bevacizumab is a drug.
cabozantinib is a drug.
medroxyprogesterone is a drug.
aldesleukin is a drug.
capecitabine is a drug.
temsirolimus is a drug.
lenvatinib is a drug.
pegademase bovine is a drug.
elapegademase is a drug.
adenovirus vaccine is a drug.
methylphenidate is a drug.
amphetamine AND dextroamphetamine is a drug.
dextroamphetamine is a drug.
clonidine is a drug.
bupropion is a drug.
guanfacine is a drug.
lisdexamfetamine is a drug.
amphetamine is a drug.
atomoxetine is a drug.
diclofenac is a drug.
ibuprofen is a drug.
naproxen is a drug.
nabumetone is a drug.
piroxicam is a drug.
indomethacin is a drug.
triamcinolone is a drug.
fentanyl is a drug.
pregabalin is a drug.
probenecid is a drug.
enalapril is a drug.
lisinopril is a drug.
captopril is a drug.
mitotane is a drug.
dexamethasone is a drug.
cortisone is a drug.
dexamethasone is a drug.
cortisone is a drug.
dexamethasone is a drug.
cortisone is a drug.
dexamethasone is a drug.
cortisone is a drug.
hydrocortisone is a drug.
prednisone is a drug.
dexamethasone is a drug.
triamcinolone is a drug.
cosyntropin is a drug.
fludrocortisone is a drug.
prednisone is a drug.
dexamethasone is a drug.
methylprednisolone is a drug.
somatropin is a drug.
anakinra is a drug.
tocilizumab is a drug.
etanercept is a drug.
anakinra is a drug.
tocilizumab is a drug.
etanercept is a drug.
digoxin is a drug.
metoprolol is a drug.
diltiazem is a drug.
flecainide is a drug.
sotalol is a drug.
carvedilol is a drug.
propafenone is a drug.
rivaroxaban is a drug.
dronedarone is a drug.
clonidine is a drug.
propranolol is a drug.
digoxin is a drug.
metoprolol is a drug.
diltiazem is a drug.
flecainide is a drug.
sotalol is a drug.
carvedilol is a drug.
propafenone is a drug.
rivaroxaban is a drug.
dronedarone is a drug.
clonidine is a drug.
propranolol is a drug.
pentamidine is a drug.
benznidazole is a drug.
haloperidol is a drug.
aripiprazole is a drug.
olanzapine is a drug.
loxapine is a drug.
risperidone is a drug.
olanzapine is a drug.
citalopram is a drug.
amitriptyline AND perphenazine is a drug.
loxapine is a drug.
ruxolitinib is a drug.
fedratinib is a drug.
fluoxetine is a drug.
filgrastim is a drug.
lamivudine is a drug.
efavirenz AND emtricitabine AND tenofovir is a drug.
ritonavir is a drug.
emtricitabine AND tenofovir is a drug.
tenofovir is a drug.
abacavir is a drug.
dronabinol is a drug.
megestrol is a drug.
somatropin is a drug.
dronabinol is a drug.
megestrol is a drug.
somatropin is a drug.
dronabinol is a drug.
megestrol is a drug.
somatropin is a drug.
lamivudine is a drug.
efavirenz AND emtricitabine AND tenofovir is a drug.
ritonavir is a drug.
emtricitabine AND tenofovir is a drug.
tenofovir is a drug.
abacavir is a drug.
propranolol is a drug.
naltrexone is a drug.
acamprosate is a drug.
disulfiram is a drug.
ondansetron is a drug.
gabapentin enacarbil is a drug.
gabapentin is a drug.
baclofen is a drug.
chlordiazepoxide is a drug.
diazepam is a drug.
clonidine is a drug.
atenolol is a drug.
oxazepam is a drug.
clorazepate is a drug.
gabapentin is a drug.
baclofen is a drug.
chlordiazepoxide is a drug.
diazepam is a drug.
clonidine is a drug.
atenolol is a drug.
oxazepam is a drug.
clorazepate is a drug.
propylthiouracil is a drug.
oxandrolone is a drug.
propylthiouracil is a drug.
oxandrolone is a drug.
propylthiouracil is a drug.
oxandrolone is a drug.
gabapentin enacarbil is a drug.
hydroxyquinoline is a drug.
ammonium chloride is a drug.
ammonium chloride is a drug.
sodium bicarbonate is a drug.
citric acid AND sodium citrate is a drug.
prednisone is a drug.
vincristine is a drug.
cyclophosphamide is a drug.
methotrexate is a drug.
asparaginase escherichia coli is a drug.
daunorubicin is a drug.
asparaginase erwinia chrysanthemi is a drug.
teniposide is a drug.
terbutaline is a drug.
salmeterol is a drug.
ketotifen is a drug.
azelastine is a drug.
cromolyn is a drug.
prednisone is a drug.
prednisolone is a drug.
epinastine is a drug.
nedocromil is a drug.
bepotastine is a drug.
cetirizine is a drug.
alcaftadine is a drug.
carbinoxamine is a drug.
doxylamine is a drug.
triamcinolone is a drug.
clobetasol is a drug.
betamethasone is a drug.
fluocinonide is a drug.
hydrocortisone is a drug.
tacrolimus is a drug.
prednisone is a drug.
mometasone is a drug.
desonide is a drug.
fluocinolone is a drug.
desoximetasone is a drug.
fluticasone is a drug.
methylprednisolone is a drug.
dexamethasone is a drug.
azathioprine is a drug.
diphenhydramine is a drug.
prednisone is a drug.
loratadine is a drug.
epinephrine is a drug.
chlorpheniramine is a drug.
promethazine is a drug.
triamcinolone is a drug.
cyproheptadine is a drug.
diphenhydramine is a drug.
prednisone is a drug.
loratadine is a drug.
epinephrine is a drug.
chlorpheniramine is a drug.
promethazine is a drug.
triamcinolone is a drug.
cyproheptadine is a drug.
cetirizine is a drug.
loratadine is a drug.
fluticasone is a drug.
montelukast is a drug.
fexofenadine is a drug.
azelastine is a drug.
diphenhydramine is a drug.
prednisone is a drug.
levocetirizine is a drug.
hydroxyzine is a drug.
famotidine is a drug.
triprolidine is a drug.
carbinoxamine is a drug.
tetracaine is a drug.
hydroxyzine is a drug.
levocetirizine is a drug.
loratadine is a drug.
doxylamine is a drug.
corticotropin is a drug.
triprolidine is a drug.
dexbrompheniramine is a drug.
chlorpheniramine AND ibuprofen AND phenylephrine is a drug.
dexbrompheniramine AND phenylephrine is a drug.
hydroxyzine is a drug.
levocetirizine is a drug.
loratadine is a drug.
doxylamine is a drug.
corticotropin is a drug.
triprolidine is a drug.
dexbrompheniramine is a drug.
chlorpheniramine AND ibuprofen AND phenylephrine is a drug.
dexbrompheniramine AND phenylephrine is a drug.
spironolactone is a drug.
minoxidil is a drug.
triamcinolone is a drug.
sulfasalazine is a drug.
spironolactone is a drug.
minoxidil is a drug.
triamcinolone is a drug.
sulfasalazine is a drug.
hydroxyurea is a drug.
deferasirox is a drug.
deferiprone is a drug.
alpha 1-proteinase inhibitor is a drug.
alpha 1-proteinase inhibitor is a drug.
lisinopril is a drug.
losartan is a drug.
enalapril is a drug.
fosinopril is a drug.
candesartan is a drug.
quinapril is a drug.
riluzole is a drug.
edaravone is a drug.
pazopanib is a drug.
doxorubicin is a drug.
methotrexate is a drug.
trabectedin is a drug.
olaratumab is a drug.
donepezil is a drug.
memantine is a drug.
galantamine is a drug.
rivastigmine is a drug.
vitamin e is a drug.
donepezil AND memantine is a drug.
ergoloid mesylates is a drug.
etanercept is a drug.
metronidazole is a drug.
tinidazole is a drug.
nitazoxanide is a drug.
doxycycline is a drug.
paromomycin is a drug.
chloroquine is a drug.
metronidazole is a drug.
tinidazole is a drug.
nitazoxanide is a drug.
doxycycline is a drug.
paromomycin is a drug.
chloroquine is a drug.
medroxyprogesterone is a drug.
progesterone is a drug.
norethindrone is a drug.
medroxyprogesterone is a drug.
progesterone is a drug.
norethindrone is a drug.
medroxyprogesterone is a drug.
progesterone is a drug.
norethindrone is a drug.
pentamidine is a drug.
benznidazole is a drug.
cytarabine is a drug.
vincristine is a drug.
daunorubicin is a drug.
idarubicin is a drug.
decitabine is a drug.
gemtuzumab is a drug.
midostaurin is a drug.
venetoclax is a drug.
enasidenib is a drug.
cytarabine liposomal AND daunorubicin liposomal is a drug.
ivosidenib is a drug.
gilteritinib is a drug.
glasdegib is a drug.
metronidazole is a drug.
tinidazole is a drug.
nitazoxanide is a drug.
doxycycline is a drug.
paromomycin is a drug.
chloroquine is a drug.
tafamidis is a drug.
inotersen is a drug.
patisiran is a drug.
colchicine is a drug.
colchicine is a drug.
colchicine is a drug.
riluzole is a drug.
edaravone is a drug.
prednisone is a drug.
clindamycin is a drug.
amoxicillin AND clavulanate is a drug.
metronidazole is a drug.
dexamethasone is a drug.
lansoprazole is a drug.
piperacillin AND tazobactam is a drug.
ampicillin AND sulbactam is a drug.
cefoxitin is a drug.
cilastatin AND imipenem is a drug.
capecitabine is a drug.
fluorouracil is a drug.
mitomycin is a drug.
cisplatin is a drug.
nitroglycerin is a drug.
nitroglycerin is a drug.
nitroglycerin is a drug.
dextranomer AND sodium hyaluronate is a drug.
hydrocortisone is a drug.
clobetasol is a drug.
lidocaine is a drug.
zinc oxide is a drug.
benzocaine is a drug.
epinephrine is a drug.
promethazine is a drug.
epinephrine is a drug.
promethazine is a drug.
epinephrine is a drug.
promethazine is a drug.
temozolomide is a drug.
procarbazine is a drug.
temozolomide is a drug.
vincristine is a drug.
lomustine is a drug.
procarbazine is a drug.
thyroid desiccated is a drug.
sodium iodide-i-131 is a drug.
sorafenib is a drug.
lenvatinib is a drug.
doxorubicin is a drug.
cabozantinib is a drug.
thyrotropin alpha is a drug.
vandetanib is a drug.
dabrafenib is a drug.
trametinib is a drug.
mebendazole is a drug.
albendazole is a drug.
pyrantel is a drug.
ivermectin is a drug.
albendazole is a drug.
mebendazole is a drug.
albendazole is a drug.
pyrantel is a drug.
fentanyl is a drug.
pregabalin is a drug.
finasteride is a drug.
ketoconazole is a drug.
epoetin alfa is a drug.
multivitamin with iron is a drug.
pyridoxine is a drug.
oxymetholone is a drug.
lenalidomide is a drug.
ferrous sulfate is a drug.
epoetin alfa is a drug.
ferrous fumarate is a drug.
darbepoetin alfa is a drug.
ferrous gluconate is a drug.
epoetin beta-methoxy polyethylene glycol is a drug.
ferrous fumarate AND folic acid is a drug.
epoetin alfa is a drug.
epoetin alfa is a drug.
epoetin alfa is a drug.
darbepoetin alfa is a drug.
epoetin alfa is a drug.
epoetin alfa is a drug.
ferrous sulfate is a drug.
ferrous gluconate is a drug.
ferrous fumarate is a drug.
iron polysaccharide is a drug.
ferumoxytol is a drug.
iron sucrose is a drug.
folic acid is a drug.
leucovorin is a drug.
hydroxyurea is a drug.
vitamin e is a drug.
glutamine is a drug.
crizanlizumab is a drug.
propofol is a drug.
lidocaine is a drug.
fentanyl is a drug.
lidocaine AND prilocaine is a drug.
ketamine is a drug.
succinylcholine is a drug.
glycopyrrolate is a drug.
lidocaine is a drug.
rocuronium is a drug.
etomidate is a drug.
vecuronium is a drug.
hyoscyamine is a drug.
cisatracurium is a drug.
hydromorphone is a drug.
fentanyl is a drug.
atracurium is a drug.
butorphanol is a drug.
methohexital is a drug.
aspirin is a drug.
nitroglycerin is a drug.
metoprolol is a drug.
amlodipine is a drug.
isosorbide mononitrate is a drug.
isosorbide dinitrate is a drug.
enoxaparin is a drug.
ranolazine is a drug.
atenolol is a drug.
carvedilol is a drug.
amlodipine AND atorvastatin is a drug.
aspirin is a drug.
nitroglycerin is a drug.
metoprolol is a drug.
amlodipine is a drug.
isosorbide mononitrate is a drug.
isosorbide dinitrate is a drug.
enoxaparin is a drug.
ranolazine is a drug.
atenolol is a drug.
carvedilol is a drug.
amlodipine AND atorvastatin is a drug.
isosorbide mononitrate is a drug.
aspirin is a drug.
metoprolol is a drug.
nitroglycerin is a drug.
diltiazem is a drug.
bisoprolol is a drug.
isosorbide dinitrate is a drug.
nifedipine is a drug.
atenolol is a drug.
aspirin is a drug.
nitroglycerin is a drug.
metoprolol is a drug.
amlodipine is a drug.
isosorbide mononitrate is a drug.
isosorbide dinitrate is a drug.
enoxaparin is a drug.
ranolazine is a drug.
atenolol is a drug.
carvedilol is a drug.
amlodipine AND atorvastatin is a drug.
aspirin is a drug.
nitroglycerin is a drug.
metoprolol is a drug.
amlodipine is a drug.
isosorbide mononitrate is a drug.
isosorbide dinitrate is a drug.
enoxaparin is a drug.
ranolazine is a drug.
atenolol is a drug.
carvedilol is a drug.
amlodipine AND atorvastatin is a drug.
aspirin is a drug.
nitroglycerin is a drug.
metoprolol is a drug.
amlodipine is a drug.
isosorbide mononitrate is a drug.
isosorbide dinitrate is a drug.
enoxaparin is a drug.
ranolazine is a drug.
atenolol is a drug.
carvedilol is a drug.
amlodipine AND atorvastatin is a drug.
interferon alfa-2b is a drug.
iohexol is a drug.
danazol is a drug.
gadobenate dimeglumine is a drug.
iohexol is a drug.
everolimus is a drug.
danazol is a drug.
mebendazole is a drug.
ibuprofen is a drug.
naproxen is a drug.
acetaminophen is a drug.
diclofenac is a drug.
nabumetone is a drug.
ibuprofen is a drug.
naproxen is a drug.
acetaminophen is a drug.
diclofenac is a drug.
nabumetone is a drug.
ibuprofen is a drug.
naproxen is a drug.
acetaminophen is a drug.
diclofenac is a drug.
nabumetone is a drug.
furosemide is a drug.
hydrochlorothiazide is a drug.
spironolactone is a drug.
bumetanide is a drug.
metolazone is a drug.
torsemide is a drug.
hydrochlorothiazide AND triamterene is a drug.
hydrochlorothiazide AND spironolactone is a drug.
triamterene is a drug.
chlorthalidone is a drug.
pamabrom is a drug.
acetazolamide is a drug.
ibuprofen is a drug.
naproxen is a drug.
diclofenac is a drug.
prednisone is a drug.
naproxen is a drug.
indomethacin is a drug.
celecoxib is a drug.
adalimumab is a drug.
aspirin is a drug.
etanercept is a drug.
sulindac is a drug.
infliximab is a drug.
cyproheptadine is a drug.
megestrol is a drug.
dronabinol is a drug.
olanzapine is a drug.
olanzapine is a drug.
cyproheptadine is a drug.
dronabinol is a drug.
megestrol is a drug.
somatropin is a drug.
fluvoxamine is a drug.
ibuprofen is a drug.
naproxen is a drug.
acetaminophen is a drug.
diclofenac is a drug.
nabumetone is a drug.
ibuprofen is a drug.
naproxen is a drug.
acetaminophen is a drug.
diclofenac is a drug.
nabumetone is a drug.
ciprofloxacin is a drug.
levofloxacin is a drug.
doxycycline is a drug.
moxifloxacin is a drug.
penicillin g potassium is a drug.
chloramphenicol is a drug.
ofloxacin is a drug.
anthrax immune globulin intravenous is a drug.
amoxicillin is a drug.
levofloxacin is a drug.
ciprofloxacin is a drug.
doxycycline is a drug.
moxifloxacin is a drug.
anthrax vaccine adsorbed is a drug.
ofloxacin is a drug.
ciprofloxacin is a drug.
levofloxacin is a drug.
doxycycline is a drug.
moxifloxacin is a drug.
penicillin g potassium is a drug.
chloramphenicol is a drug.
ofloxacin is a drug.
anthrax immune globulin intravenous is a drug.
ciprofloxacin is a drug.
levofloxacin is a drug.
doxycycline is a drug.
moxifloxacin is a drug.
penicillin g potassium is a drug.
chloramphenicol is a drug.
ofloxacin is a drug.
anthrax immune globulin intravenous is a drug.
ciprofloxacin is a drug.
levofloxacin is a drug.
doxycycline is a drug.
moxifloxacin is a drug.
penicillin g potassium is a drug.
chloramphenicol is a drug.
ofloxacin is a drug.
anthrax immune globulin intravenous is a drug.
immune globulin intravenous is a drug.
fomepizole is a drug.
metronidazole is a drug.
vancomycin is a drug.
physostigmine is a drug.
pralidoxime is a drug.
atropine is a drug.
heparin is a drug.
buspirone is a drug.
sildenafil is a drug.
bupropion is a drug.
dextroamphetamine is a drug.
cyproheptadine is a drug.
amantadine is a drug.
warfarin is a drug.
aspirin is a drug.
heparin is a drug.
warfarin is a drug.
aspirin is a drug.
heparin is a drug.
antithrombin iii is a drug.
antithrombin  is a drug.
clonazepam is a drug.
alprazolam is a drug.
lorazepam is a drug.
buspirone is a drug.
hydroxyzine is a drug.
diazepam is a drug.
escitalopram is a drug.
gabapentin is a drug.
propranolol is a drug.
trazodone is a drug.
bupropion is a drug.
clonidine is a drug.
venlafaxine is a drug.
duloxetine is a drug.
paroxetine is a drug.
mirtazapine is a drug.
sertraline is a drug.
citalopram is a drug.
fluoxetine is a drug.
amitriptyline is a drug.
venlafaxine is a drug.
paroxetine is a drug.
prazosin is a drug.
fluvoxamine is a drug.
escitalopram is a drug.
quetiapine is a drug.
sertraline is a drug.
citalopram is a drug.
pregabalin is a drug.
venlafaxine is a drug.
duloxetine is a drug.
paroxetine is a drug.
clonazepam is a drug.
alprazolam is a drug.
lorazepam is a drug.
buspirone is a drug.
hydroxyzine is a drug.
diazepam is a drug.
escitalopram is a drug.
gabapentin is a drug.
propranolol is a drug.
trazodone is a drug.
bupropion is a drug.
clonidine is a drug.
venlafaxine is a drug.
duloxetine is a drug.
paroxetine is a drug.
mirtazapine is a drug.
metoprolol is a drug.
propranolol is a drug.
aspirin is a drug.
warfarin is a drug.
dipyridamole is a drug.
propranolol is a drug.
iodixanol is a drug.
iohexol is a drug.
dexmethylphenidate is a drug.
colchicine is a drug.
hydrocortisone is a drug.
triamcinolone is a drug.
dexamethasone is a drug.
benzocaine is a drug.
filgrastim is a drug.
sargramostim is a drug.
"lymphocyte immune globulin, anti-thy  is a drug."
eltrombopag is a drug.
theophylline is a drug.
caffeine is a drug.
piperacillin AND tazobactam is a drug.
piperacillin AND tazobactam is a drug.
warfarin is a drug.
aspirin is a drug.
heparin is a drug.
lamivudine is a drug.
efavirenz AND emtricitabine AND tenofovir is a drug.
ritonavir is a drug.
emtricitabine AND tenofovir is a drug.
tenofovir is a drug.
abacavir is a drug.
beractant is a drug.
poractant is a drug.
calfactant is a drug.
gabapentin is a drug.
carbamazepine is a drug.
citalopram is a drug.
pregabalin is a drug.
amiodarone is a drug.
verapamil is a drug.
propranolol is a drug.
dofetilide is a drug.
lidocaine is a drug.
mexiletine is a drug.
disopyramide is a drug.
phenytoin is a drug.
quinidine is a drug.
procainamide is a drug.
dimercaprol is a drug.
rosuvastatin is a drug.
ergoloid mesylates is a drug.
lisinopril is a drug.
amlodipine is a drug.
perindopril is a drug.
amlodipine AND atorvastatin is a drug.
isoxsuprine is a drug.
rivaroxaban is a drug.
methotrexate is a drug.
prednisone is a drug.
meloxicam is a drug.
hydroxychloroquine is a drug.
sulfasalazine is a drug.
leflunomide is a drug.
diclofenac is a drug.
naproxen is a drug.
celecoxib is a drug.
acetaminophen AND hydrocodone is a drug.
ibuprofen is a drug.
meloxicam is a drug.
diclofenac is a drug.
naproxen is a drug.
ibuprofen is a drug.
celecoxib is a drug.
chondroitin AND glucosamine is a drug.
diclofenac is a drug.
etodolac is a drug.
prednisone is a drug.
aspirin is a drug.
nabumetone is a drug.
duloxetine is a drug.
adalimumab is a drug.
methotrexate is a drug.
prednisone is a drug.
meloxicam is a drug.
hydroxychloroquine is a drug.
sulfasalazine is a drug.
leflunomide is a drug.
diclofenac is a drug.
naproxen is a drug.
celecoxib is a drug.
acetaminophen AND hydrocodone is a drug.
ibuprofen is a drug.
iohexol is a drug.
mycophenolate mofetil is a drug.
infliximab is a drug.
albendazole is a drug.
mebendazole is a drug.
pyrantel is a drug.
ivermectin is a drug.
nitazoxanide is a drug.
albendazole is a drug.
mebendazole is a drug.
pyrantel is a drug.
ivermectin is a drug.
nitazoxanide is a drug.
albendazole is a drug.
mebendazole is a drug.
pyrantel is a drug.
ivermectin is a drug.
nitazoxanide is a drug.
furosemide is a drug.
hydrochlorothiazide AND spironolactone is a drug.
torsemide is a drug.
amiloride is a drug.
bumetanide is a drug.
triamterene is a drug.
ethacrynic acid is a drug.
ibuprofen is a drug.
alendronate is a drug.
diclofenac is a drug.
aspirin is a drug.
naproxen is a drug.
risperidone is a drug.
olanzapine is a drug.
lisdexamfetamine is a drug.
itraconazole is a drug.
amphotericin b is a drug.
amphotericin b lipid complex is a drug.
voriconazole is a drug.
posaconazole is a drug.
itraconazole is a drug.
amphotericin b is a drug.
caspofungin is a drug.
amphotericin b liposomal is a drug.
isavuconazonium is a drug.
amphotericin b lipid complex is a drug.
voriconazole is a drug.
posaconazole is a drug.
itraconazole is a drug.
amphotericin b is a drug.
caspofungin is a drug.
amphotericin b liposomal is a drug.
isavuconazonium is a drug.
amphotericin b lipid complex is a drug.
prednisone is a drug.
clindamycin is a drug.
amoxicillin AND clavulanate is a drug.
metronidazole is a drug.
dexamethasone is a drug.
lansoprazole is a drug.
piperacillin AND tazobactam is a drug.
ampicillin AND sulbactam is a drug.
cefoxitin is a drug.
cilastatin AND imipenem is a drug.
prednisone is a drug.
clindamycin is a drug.
amoxicillin AND clavulanate is a drug.
metronidazole is a drug.
dexamethasone is a drug.
lansoprazole is a drug.
piperacillin AND tazobactam is a drug.
ampicillin AND sulbactam is a drug.
cefoxitin is a drug.
cilastatin AND imipenem is a drug.
prednisone is a drug.
clindamycin is a drug.
amoxicillin AND clavulanate is a drug.
metronidazole is a drug.
dexamethasone is a drug.
lansoprazole is a drug.
piperacillin AND tazobactam is a drug.
ampicillin AND sulbactam is a drug.
cefoxitin is a drug.
cilastatin AND imipenem is a drug.
montelukast is a drug.
